5.804988662131519393e-03,5.693774176406823234e-02,1.897357211321670512e-01
1.741496598639455731e-02,7.377801064384911789e-02,2.128881249349095228e-01
2.902494331065759783e-02,1.002946376336252415e-01,2.048563512560194477e-01
4.063492063492063489e-02,6.013713185819131307e-02,1.348852692044575641e-01
5.224489795918367541e-02,6.942358751613315893e-02,1.190441623394818960e-01
6.385487528344671593e-02,4.064211662332180286e-02,1.495657315614628002e-01
7.546485260770975645e-02,6.593478239698749577e-02,1.536759823147396675e-01
8.707482993197278309e-02,7.050258031643377721e-02,1.116327228192298820e-01
9.868480725623582361e-02,6.383207704972609919e-02,1.109622331026867692e-01
1.102947845804988641e-01,6.012159204420558511e-02,9.621769138015238976e-02
1.219047619047619047e-01,7.318967356968060500e-02,1.134103675810934075e-01
1.335147392290249313e-01,8.258966139360962577e-02,2.048745249738055663e-01
1.451247165532879857e-01,1.020452813237631706e-01,3.230212794072693794e-01
1.567346938775510123e-01,1.514706373930509442e-01,5.387369775003195693e-01
1.683446712018140667e-01,1.855464019549545596e-01,8.558653460408999214e-01
1.799546485260770934e-01,1.857153011941577725e-01,1.132499461619614012e+00
1.915646258503401478e-01,2.677181973043366581e-01,1.377324845166978173e+00
2.031746031746031744e-01,3.563851884819356775e-01,1.761940440934874230e+00
2.147845804988662011e-01,1.480674593919465432e-01,2.041360794352715224e+00
2.263945578231292555e-01,3.534422775837857689e-01,2.115699329613878188e+00
2.380045351473922821e-01,3.356813174281288448e-01,2.195586608641446169e+00
2.496145124716553365e-01,2.568866101966646998e-01,2.238776198498269476e+00
2.612244897959183909e-01,2.077074387788470922e-01,2.419439013201488020e+00
2.728344671201813898e-01,3.377680702046755856e-01,2.640772614137574692e+00
2.844444444444444442e-01,3.946655917168260808e-01,2.927228821383576207e+00
2.960544217687074986e-01,3.452390894884281858e-01,3.207304231367047009e+00
3.076643990929704975e-01,8.456972266629979584e-01,3.503840950247083086e+00
3.192743764172335519e-01,3.287106107233752628e-01,3.952531891724490265e+00
3.308843537414966063e-01,3.713725938842420415e-01,4.423383098664175783e+00
3.424943310657596607e-01,8.549130655467068740e-01,4.694957847241105320e+00
3.541043083900226596e-01,3.920831399976403286e-01,4.915985580214572437e+00
3.657142857142857140e-01,4.780607642649979394e-01,4.944037798774741255e+00
3.773242630385487684e-01,1.143967768411606079e+00,4.917844569652094933e+00
3.889342403628117673e-01,3.766739478362053917e-01,4.889240964007927737e+00
4.005442176870748217e-01,4.977595488424387815e-01,4.310745670710097954e+00
4.121541950113378761e-01,4.773391798679187947e-01,2.884197388338881396e+00
4.237641723356009305e-01,5.640341515982413290e-01,2.476970238379653022e+00
4.353741496598639293e-01,3.986966048454936851e-01,3.215280774484530202e+00
4.469841269841269837e-01,6.500730211217574661e-01,3.242629099867622600e+00
4.585941043083900381e-01,4.272676626777822673e-01,3.358659142041287016e+00
4.702040816326530370e-01,5.730331818719124337e-01,3.233825188612613033e+00
4.818140589569160914e-01,3.834337881653873681e-01,3.164733614063485412e+00
4.934240362811791458e-01,6.805274018799102320e-01,3.540918106475059890e+00
5.050340136054422002e-01,3.106069774465431976e-01,3.731606414535885818e+00
5.166439909297052546e-01,5.842838830108426640e-01,4.222434163841552568e+00
5.282539682539683090e-01,5.056662218200262959e-01,4.483118622828092370e+00
5.398639455782312524e-01,6.214945328019492177e-01,4.774562783336135041e+00
5.514739229024943068e-01,9.827764034200807686e-01,5.485894019336065242e+00
5.630839002267573612e-01,2.947295024506396133e-01,6.190287396108869800e+00
5.746938775510204156e-01,5.680036361060604166e-01,6.973137817681783091e+00
5.863038548752834700e-01,1.366915666447362065e+00,7.399868311702562096e+00
5.979138321995465244e-01,6.820533995819881845e-01,7.433172189162745802e+00
6.095238095238095788e-01,8.386837686978555473e-01,5.567542349892640630e+00
6.211337868480725222e-01,6.434181909528237098e-01,5.658913075605067178e+00
6.327437641723355766e-01,8.121319315934263372e-01,4.493292361750747865e+00
6.443537414965986310e-01,3.909259637879815008e-01,5.073632723648697329e+00
6.559637188208616854e-01,7.516016763206128104e-01,5.020026850958337228e+00
6.675736961451247398e-01,7.042875365464381643e-01,5.716563347829549002e+00
6.791836734693877942e-01,8.115744342969112290e-01,5.744169713195151239e+00
6.907936507936508486e-01,9.542700155303366349e-01,7.536368773519017239e+00
7.024036281179137919e-01,9.603905675307053968e-01,7.234219185276617559e+00
7.140136054421768463e-01,1.037518712357812234e+00,7.384247757240908427e+00
7.256235827664399007e-01,9.998833098040290635e-01,8.899823195004572085e+00
7.372335600907029551e-01,9.320477798519518631e-01,9.776336447526766449e+00
7.488435374149660095e-01,9.781929460417801980e-01,8.029262442401668309e+00
7.604535147392290639e-01,1.087655977379932359e+00,4.417008536456143553e+00
7.720634920634921183e-01,1.170273138494085430e+00,5.342236692043084823e+00
7.836734693877550617e-01,1.198749755325448252e+00,6.313297497962750526e+00
7.952834467120181161e-01,9.953722179987427587e-01,8.593039166007118368e+00
8.068934240362811705e-01,8.401698179899286245e-01,9.502218840872640016e+00
8.185034013605442249e-01,5.315239320214646401e-01,9.959183546256358710e+00
8.301133786848072793e-01,8.431011167957394026e-01,1.062427476046481090e+01
8.417233560090703337e-01,9.306852064730218865e-01,1.042629132823472382e+01
8.533333333333333881e-01,1.208427559709918331e+00,1.004594911483551201e+01
8.649433106575963315e-01,1.007411328786233629e+00,9.295985737585480635e+00
8.765532879818593859e-01,7.029359172393051525e-01,9.245652142055746481e+00
8.881632653061224403e-01,6.230933124647740629e-01,9.013149276016518385e+00
8.997732426303854947e-01,8.306602150735169499e-01,8.521704616523591014e+00
9.113832199546485491e-01,8.660852104914736893e-01,8.438169623268773734e+00
9.229931972789116035e-01,9.337332010597787502e-01,7.849246288739103683e+00
9.346031746031746579e-01,7.528532365421451988e-01,7.462746170713424831e+00
9.462131519274376013e-01,8.149844036121107749e-01,7.004818491882187637e+00
9.578231292517006557e-01,7.174805167805953232e-01,6.268416012122243863e+00
9.694331065759637100e-01,4.413457109346918816e-01,3.033716477815771029e+00
9.810430839002267644e-01,3.282161217045163060e-01,2.601848960078999351e+00
9.926530612244898188e-01,3.792904982727402508e-01,1.817129478545301602e+00
1.004263038548752762e+00,4.434639116045465679e-01,1.099911639455596335e+00
1.015873015873015817e+00,3.432802591594511510e-01,1.332046786626688295e+00
1.027482993197278871e+00,2.525427561683194488e-01,1.699327870365195059e+00
1.039092970521541925e+00,3.662647355363414792e-01,1.960878560581359675e+00
1.050702947845804980e+00,4.637402655778079530e-01,1.981425746261702425e+00
1.062312925170068034e+00,3.986296216423168559e-01,2.045338894771167038e+00
1.073922902494331089e+00,2.379280481159439797e-01,2.314171089151351612e+00
1.085532879818594143e+00,3.073683712204906548e-01,2.406776481052762318e+00
1.097142857142857197e+00,3.831385095514055483e-01,2.449799420060786215e+00
1.108752834467120252e+00,4.717572952442053436e-01,2.430768655929147481e+00
1.120362811791383306e+00,5.374861101663432894e-01,2.451025825785492440e+00
1.131972789115646361e+00,4.780692512772975467e-01,2.471392967603732060e+00
1.143582766439909193e+00,5.202343722174375129e-01,2.611741456405979100e+00
1.155192743764172247e+00,3.851419986441596000e-01,2.670095093040735890e+00
1.166802721088435302e+00,3.797146598324525613e-01,2.835083263016101363e+00
1.178412698412698356e+00,3.912450907431070379e-01,2.674870685263130543e+00
1.190022675736961411e+00,3.283457957430085394e-01,2.430585500093006779e+00
1.201632653061224465e+00,3.336203312772376695e-01,2.494403760725883323e+00
1.213242630385487519e+00,2.842225378988942897e-01,2.563524381383451178e+00
1.224852607709750574e+00,3.205924619537438014e-01,2.695188758169441368e+00
1.236462585034013628e+00,3.120759017649891165e-01,2.967610521803124790e+00
